MeasuredID,Name,Intervals,Tonic,Variants,Culture,Region,SocID,Reference,RefID,Primary_source?,Country,Measured_type,Instrument,Inst_type,Melodic / Harmonic,Octave_modified,Reduced_scale,Notes
M0001,Slendro 1,263;223;253;236;225,1,N/A,Gamelan,South East Asia,Gam17,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Indonesia,Instrument,N/A,N/A,N/A,N,Y,"It is not clear which instrument these tunings came from, but the fact that the tunings are given to an accuracy of 1 cents, is in line with other instrument tunings."
M0002,Pelog 1,167;245;125;146;252;165;100,1,N/A,Gamelan,South East Asia,Gam17,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Indonesia,Instrument,N/A,N/A,N/A,N,Y,"It is not clear which instrument these tunings came from, but the fact that the tunings are given to an accuracy of 1 cents, is in line with other instrument tunings."
M0003,Pelog Saih Pitu Gambuh,148;132;198;152;141;81;350,1,N/A,Bali,South East Asia,Bal18,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Indonesia,Instrument,N/A,N/A,N/A,N,N,"It is not clear which instrument these tunings came from, but the fact that the tunings are given to an accuracy of 1 cents, is in line with other instrument tunings."
M0004,Pelog Saih Pitu Gambang,186;134;182;205;109;180;204,1,N/A,Bali,South East Asia,Bal18,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Indonesia,Instrument,Gambang,Idiophone,N/A,N,N,N/A
M0005,Pentatonic Pelog Saih Gong,158;123;360;146;413,1,N/A,Bali,South East Asia,Bal18,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Indonesia,Instrument,Gong,Idiophone,N/A,N,N,N/A
M0006,Slendro Saih Gender Wayang,293;214;255;243;195,1,N/A,Bali,South East Asia,Bal18,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Indonesia,Instrument,Gender,Idiophone,N/A,N,N,N/A
M0007,Tetratonic,243;249;251,N/A,N/A,Bali,South East Asia,Bal18,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Indonesia,Instrument,Angklung,Idiophone,N/A,N,N,N/A
M0008,Pelog Gong Sasak,113;350;107;238;392,1,N/A,Sasak,South East Asia,Sas19,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Indonesia,Instrument,Gong,Idiophone,N/A,N,N,N/A
M0009,Slendro Tandak Geroh,210;184;308;212;286,1,N/A,Sasak,South East Asia,Sas19,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Indonesia,Instrument,N/A,N/A,N/A,N,N,"It is not clear which instrument these tunings came from, but the fact that the tunings are given to an accuracy of 1 cents, is in line with other instrument tunings."
M0010,Preret,134;391;204,N/A,N/A,Sasak,South East Asia,Sas19,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Indonesia,Instrument,N/A,N/A,N/A,N,N,"It is not clear which instrument these tunings came from, but the fact that the tunings are given to an accuracy of 1 cents, is in line with other instrument tunings."
M0011,Tandang Mendet,202;316;207,N/A,N/A,Sasak,South East Asia,Sas19,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Indonesia,Instrument,N/A,N/A,N/A,N,N,"It is not clear which instrument these tunings came from, but the fact that the tunings are given to an accuracy of 1 cents, is in line with other instrument tunings."
M0012,Zikrzamman,245;95;185;210;105;210;150,N/A,N/A,Sasak,South East Asia,Sas19,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Indonesia,Recording,N/A,N/A,N/A,N,N,"It says that this is used in vocal music, but I have no idea about how this was measured"
M0013,Balafons 1,169;181;193;166;185;146;165,N/A,N/A,Mali,Africa,Mal20,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Mali,Instrument,Balafon,Idiophone,N/A,N,N,N/A
M0014,Balafons 2,151;194;181;134;201;164;116,N/A,N/A,Gambia,Africa,Gam21,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Ghana,Instrument,Balafon,Idiophone,N/A,N,N,N/A
M0015,Balafons 3,195;94;224;173;110;312;101,N/A,N/A,Ghana,Africa,Gha22,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Eq. Guinea,Instrument,Balafon,Idiophone,N/A,N,N,N/A
M0016,Xylophone 1,209;207;270;240;218;69;164;153;296;199,N/A,N/A,Yaswa,Africa,Yas23,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Uganda,Instrument,Xylophone,Idiophone,N/A,N,N,N/A
M0017,Xylophone 2,193;301;208;207;291,N/A,N/A,Banyoro,Africa,Ban24,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Dem. Rep. Congo,Instrument,Xylophone,Idiophone,N/A,N,N,N/A
M0018,Xylophone 3,128;189;185;197;189;253;204;86;173;140,N/A,N/A,Bapare,Africa,Bap25,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Dem. Rep. Congo,Instrument,Xylophone,Idiophone,N/A,N,N,N/A
M0019,Marimba 1,145;201;263;176;181;157;156;195;106;192;180;194;198;94;236;106,N/A,N/A,Bakwese,Africa,Bak26,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Dem. Rep. Congo,Instrument,Marimba,Idiophone,N/A,N,N,N/A
M0020,Marimba 2,112;226;131;177;180;146;215;165;124;215;158;184;206;166;152;180;154,N/A,N/A,Bakubu,Africa,Bak27,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Dem. Rep. Congo,Instrument,Marimba,Idiophone,N/A,N,N,N/A
M0021,Marimba 3,218;277;325;218;147;262;248;325;218;147,N/A,N/A,Yakoma,Africa,Yak28,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Dem. Rep. Congo,Instrument,Marimba,Idiophone,N/A,N,N,N/A
M0022,Xylophone 4,114;236;200;137;151;194;164,N/A,N/A,Burma,South East Asia,Mya29,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Myanmar,Instrument,Xylophone,Idiophone,N/A,N,N,N/A
M0023,Xylophone 5,202;168;315;218;297,N/A,N/A,South Pacific,Oceania,Sou30,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Solomon Is.,Instrument,Xylophone,Idiophone,N/A,N,N,Don’t know the exact location
M0024,Flute 1,204;207;299;290;206;203;509;403,N/A,N/A,Mambuti,Africa,Mam32,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Dem. Rep. Congo,Instrument,Flute,Aerophone,N/A,N,N,N/A
M0025,Horns,599;813;1011;1217;1510,N/A,N/A,Bapere,Africa,Bap25,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Dem. Rep. Congo,Instrument,Horn,Aerophone,N/A,N,N,N/A
M0026,Vocal 1,489;221;244;246,N/A,N/A,Bushmen,Africa,Bus34,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Dem. Rep. Congo,Recording,Voice,Voice,N/A,N,Y,"It says that this is used in vocal music, but I have no idea about how this was measured. While the intervals are given to the nearest cents (not rounded) it is so unlikely that the two of these had measured octaves of exactly 1200 cents, so the primary source must have rounded the octaves (a common enough practice). Thus I will label this as a reduced_scale."
M0027,Vocal 2,231;240;231;267;231,N/A,N/A,Pygmie,Africa,Pyg35,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Dem. Rep. Congo,Recording,Voice,Voice,N/A,N,Y,"It says that this is used in vocal music, but I have no idea about how this was measured. While the intervals are given to the nearest cents (not rounded) it is so unlikely that the two of these had measured octaves of exactly 1200 cents, so the primary source must have rounded the octaves (a common enough practice). Thus I will label this as a reduced_scale."
M0028,Silaba,200;185;115;200;200;185;115,N/A,N/A,Kora,Africa,Mal54,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Gambia,Instrument,Kora,Chordophone,N/A,N,N,N/A
M0029,Tomora,230;95;175;200;230;95;175,N/A,N/A,Kora,Africa,Mal54,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Gambia,Instrument,Kora,Chordophone,N/A,N,N,N/A
M0030,Hardino,185;220;95;200;185;220;95,N/A,N/A,Kora,Africa,Mal54,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Gambia,Instrument,Kora,Chordophone,N/A,N,N,N/A
M0031,Sauta,185;220;203;92;185;220;95,N/A,N/A,Kora,Africa,Mal54,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Gambia,Instrument,Kora,Chordophone,N/A,N,N,N/A
M0032,Mbira 1,185;204;204;163;158;137;251,N/A,N/A,Africa,Africa,Afr36,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Zimbabwe,Instrument,Mbira,Idiophone,N/A,N,N,Berliner: the soul of mbira; don’t actually know the exact location since I don’t have this book
M0033,Mbira 2,196;181;129;170;201;173;98,N/A,N/A,Africa,Africa,Afr36,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Zimbabwe,Instrument,Mbira,Idiophone,N/A,N,N,Don’t know the exact location
M0034,Mbira 3,126;117;157;313;105;264;150;139;72;263;152;97;255;190;156;144;218;151;128;240,N/A,N/A,Africa,Africa,Afr36,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Zimbabwe,Instrument,Mbira,Idiophone,N/A,N,N,Don’t know the exact location
M0035,Mbira 4,98;173;201;170;129;181;196,N/A,N/A,Shona,Africa,Sho37,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Zimbabwe,Instrument,Mbira,Idiophone,N/A,N,N,Don’t know the exact location
M0036,Sanza 1,197;91;197;207;512;219;71,N/A,N/A,N'Gundi,Africa,NGu38,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Congo,Instrument,Sanza,Idiophone,N/A,N,N,N/A
M0037,Sanza 2,694;303;203;204;207;100;187,N/A,N/A,Baduma,Africa,Bad39,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Congo,Instrument,Sanza,Idiophone,N/A,N,N,N/A
M0038,Bagpipe 1,182;204;151;143;204;165;151,N/A,N/A,Scottish,Western,Sco40,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,United Kingdom,Instrument,Bagpipes,Aerophone,N/A,N,N,N/A
M0039,Bagpipe 2,182;165;151;204;150;165;183,N/A,N/A,Scottish,Western,Sco40,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,United Kingdom,Instrument,Bagpipes,Aerophone,N/A,N,N,N/A
M0040,Bagpipe 3,204;182;165;151;206;141;151,N/A,N/A,Scottish,Western,Sco40,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,United Kingdom,Instrument,Bagpipes,Aerophone,N/A,N,N,N/A
M0041,Bagpipe 4,197;144;154;208;150;156;191,N/A,N/A,Scottish,Western,Sco40,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,United Kingdom,Instrument,Bagpipes,Aerophone,N/A,N,N,N/A
M0042,Bagpipe 5,204;182;134;182;182;133;183,N/A,N/A,Scottish,Western,Sco40,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,United Kingdom,Instrument,Bagpipes,Aerophone,N/A,N,N,N/A
M0043,Bagpipe 6,128;173;126;204;161;177;231,N/A,N/A,Portugese,Western,Por41,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Portugal,Instrument,Bagpipes,Aerophone,N/A,N,N,N/A
M0044,Bagpipe 7,84;49;168;35;131;140;95;68;286;144,N/A,N/A,Portugese,Western,Por41,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Portugal,Instrument,Bagpipes,Aerophone,N/A,N,N,N/A
M0045,Panpipe 1,326;416;304;336;357;369;286,N/A,N/A,Bolivia,Latin America,Bol42,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Bolivia,Instrument,Panpipe,Aerophone,N/A,N,N,N/A
M0046,Panpipe 2,225;217;189;160;199;165,N/A,N/A,Solomon Islands,Oceania,Sol43,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Solomon Is.,Instrument,Panpipe,Aerophone,N/A,N,N,N/A
M0047,Panpipe 3,200;211;233;194;173;200;201;186;179;154;193;116;159;162;248,N/A,N/A,Solomon Islands,Oceania,Sol43,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Solomon Is.,Instrument,Panpipe,Aerophone,N/A,N,N,N/A
M0048,Panpipe 4,184;210;197;215;188;200;182;205;187;147;169;160;124;136;205,N/A,N/A,Solomon Islands,Oceania,Sol43,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Solomon Is.,Instrument,Panpipe,Aerophone,N/A,N,N,N/A
M0049,Ranat,129;148;231;218;45;258;225,N/A,N/A,Thai,South East Asia,Tha44,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Thailand,Instrument,Xylophone,Idiophone,N/A,N,N,N/A
M0050,Ranat T'hong,200;140;197;162;182;162;164,N/A,N/A,Thai,South East Asia,Tha44,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Thailand,Instrument,Xylophone,Idiophone,N/A,N,N,N/A
M0051,Tak'hay,198;164;166;192;170;190;170,N/A,N/A,Thai,South East Asia,Tha44,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Thailand,Instrument,Xylophone,Idiophone,N/A,N,N,N/A
M0052,Khong Mon,129;133;153;288;101;180;216;129;133;154;288;98;184;214;129,N/A,N/A,Laos,South East Asia,Lao45,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Laos,Instrument,Xylophone,Idiophone,N/A,N,N,N/A
M0053,Thai 1,182;162;178;165;178;172;163,N/A,N/A,Thai,South East Asia,Tha44,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Thailand,Instrument,N/A,N/A,N/A,N,Y,"There is a lack of regularity in this scale apart from the octave, and it does not conform exactly to the ‘theoretical’ assumption that That scales are 7-TET, so it seems that this was probably an instrument measurement."
M0054,Pentatonic 1,185;195;300;195;325,1,N/A,Cambodia,South East Asia,Cam46,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Cambodia,Instrument,Sralai,Aerophone,N/A,N,Y,"Pentatonic version of the heptatonic scale, as described"
M0055,Pentatonic 2,190;190;320;190;310,1,N/A,Cambodia,South East Asia,Cam46,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Cambodia,Instrument,Roneat Ek,Idiophone,N/A,N,Y,"Pentatonic version of the heptatonic scale, as described"
M0056,Heptatonic 1,185;195;105;195;195;185;140,1,N/A,Cambodia,South East Asia,Cam46,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Cambodia,Instrument,Sralai,Aerophone,N/A,N,Y,N/A
M0057,Heptatonic 2,190;190;130;190;190;190;120,1,N/A,Cambodia,South East Asia,Cam46,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Cambodia,Instrument,Roneat Ek,Idiophone,N/A,N,Y,N/A
M0058,Morton 1,191;161;203;97;372;166;356;164;169;168;167;350;163,N/A,N/A,Thai,South East Asia,Tha44,"D. Morton and C. Duriyanga. The Traditional Music of Thailand, volume 8. Univ of California Press, 1976",13,Y,Thailand,Instrument,Ranat Thum,Idiophone,N/A,N,N,N/A
M0059,Morton 2,128;189;162;162;190;171;179;181;159;169;157;173;175;168;175;171;343;183;157,N/A,N/A,Thai,South East Asia,Tha44,"D. Morton and C. Duriyanga. The Traditional Music of Thailand, volume 8. Univ of California Press, 1976",13,Y,Thailand,Instrument,Ranat Ek,Idiophone,N/A,N,N,N/A
M0060,Morton 3,151;170;183;159;157;160;174;181;161;182;170;172;162;178;163,N/A,N/A,Thai,South East Asia,Tha44,"D. Morton and C. Duriyanga. The Traditional Music of Thailand, volume 8. Univ of California Press, 1976",13,Y,Thailand,Instrument,Khong Wong Yai,Idiophone,N/A,N,N,N/A
M0061,Morton 4,163;182;176;171;162;181;162;185;173;188;177;158;189;156,N/A,N/A,Thai,South East Asia,Tha44,"D. Morton and C. Duriyanga. The Traditional Music of Thailand, volume 8. Univ of California Press, 1976",13,Y,Thailand,Instrument,Khong Wong Lek,Idiophone,N/A,N,N,N/A
M0062,3,155;170;180;170;180;160;185,N/A,N/A,Thai,South East Asia,Tha44,"N. Wisuttipat. Relative nature of thai traditional music through its tuning system. International Journal of Creative and Arts Studies, 2(1):86-97, 2015. doi: 10.24821/ijcas.v2i1.1441",35,Y,Thailand,Instrument,N/A,Idiophone,N/A,N,N,N/A
M0063,4,185;180;165;170;170;170;170;180;180;165;170;170;170;170;180;180,N/A,N/A,Thai,South East Asia,Tha44,"N. Wisuttipat. Relative nature of thai traditional music through its tuning system. International Journal of Creative and Arts Studies, 2(1):86-97, 2015. doi: 10.24821/ijcas.v2i1.1441",35,Y,Thailand,Instrument,Ranat Thum,Idiophone,N/A,N,N,N/A
M0064,5,255;170;170;170;170;180;180;165;170;170;170;170;180;180;165;170;170;170;170;180;180,N/A,N/A,Thai,South East Asia,Tha44,"N. Wisuttipat. Relative nature of thai traditional music through its tuning system. International Journal of Creative and Arts Studies, 2(1):86-97, 2015. doi: 10.24821/ijcas.v2i1.1441",35,Y,Thailand,Instrument,Ranat Ek & Kong Wong Yai,Idiophone,N/A,N,N,N/A
M0065,6,170;180;180;165;170;170;170;170;180;180;165;170;170;165;175;180;180,N/A,N/A,Thai,South East Asia,Tha44,"N. Wisuttipat. Relative nature of thai traditional music through its tuning system. International Journal of Creative and Arts Studies, 2(1):86-97, 2015. doi: 10.24821/ijcas.v2i1.1441",35,Y,Thailand,Instrument,Kong Wong Lek,Idiophone,N/A,N,N,N/A
M0066,7,173;172;170;134;203;176;172;175;169;169;174;168;170,N/A,N/A,Thai,South East Asia,Tha44,"A. Morkonr, S. Punkubutra, et al. The collecting process of xylophone's sound d (ranad xek) from art to numerical data. In 2018 International Conference on Engineering, Applied Sciences, and Technology (ICEAST), pages 1-4, 2018. doi: 10.1109/ ICEAST.2018.8434434",36,Y,Thailand,Instrument,Ranat Ek,Idiophone,N/A,N,N,"I only include the data for the hard mallet, since the choice of mallet doesn't seem to affect the fundamental much."
M0067,8,162;148;136;167;133;224;154,N/A,N/A,Thai,South East Asia,Tha44,"K. Attakitmongcol, R. Chinvejkitvanich, and S. Sujitjorn. Characterization of traditional thai musical scale. In Proceedings of the 5th WSEAS International Conference on Acoustics and Music: Theory and Applications (AMTA04), 2004",28,Y,Thailand,Instrument,Flute,Aerophone,N/A,N,Y,N/A
M0068,9,188;170;155;170;163;181;178,N/A,N/A,Thai,South East Asia,Tha44,"K. Attakitmongcol, R. Chinvejkitvanich, and S. Sujitjorn. Characterization of traditional thai musical scale. In Proceedings of the 5th WSEAS International Conference on Acoustics and Music: Theory and Applications (AMTA04), 2004",28,Y,Thailand,Instrument,Xylophone,Idiophone,N/A,N,Y,N/A
M0069,10,172;279;244;256;239;215;252;242;262,N/A,N/A,Gamelan,South East Asia,Gam17,"Albrecht Schneider. Sound, pitch, and scale: From 'tone measurements' to sonological analysis in ethnomusicology. Ethno- musicology, 45(3):489-519, 2001. doi: 10.2307/852868",27,Y,Indonesia,Instrument,Gender Wayang,Idiophone,N/A,N,N,N/A
M0070,11,197;223;266;253;246;229;245;245;264,N/A,N/A,Gamelan,South East Asia,Gam17,"Albrecht Schneider. Sound, pitch, and scale: From 'tone measurements' to sonological analysis in ethnomusicology. Ethno- musicology, 45(3):489-519, 2001. doi: 10.2307/852868",27,Y,Indonesia,Instrument,Gender Wayang,Idiophone,N/A,N,N,N/A
M0071,12,228;257;232;250;261,N/A,N/A,Gamelan,South East Asia,Gam17,"Edward C. Carterette, Roger A. Kendall, and Sue Carole De Vale. Comparative acoustical and psychoacoustical analyses of gamelan instrument tones. Journal of the Acoustical Society of Japan (E), 14(6):383-396, 1993. doi: 10.1250/ast.14.383",26,Y,Indonesia,Instrument,Saron Barung,Idiophone,N/A,N,N,N/A
M0072,13,230;251;232;245;266,N/A,N/A,Gamelan,South East Asia,Gam17,"Edward C. Carterette, Roger A. Kendall, and Sue Carole De Vale. Comparative acoustical and psychoacoustical analyses of gamelan instrument tones. Journal of the Acoustical Society of Japan (E), 14(6):383-396, 1993. doi: 10.1250/ast.14.383",26,Y,Indonesia,Instrument,Saron Barung,Idiophone,N/A,N,N,N/A
M0073,Gamelan Swastigitha Slendro,191;252;239;244;243;239;232;249;243;235;245;234;248;238;251;237;255,5;1;2;3;4;5;1;2;3;4;5;1;2;3;4;5;1;2,N/A,Gamelan,South East Asia,Gam17,"W. A. Sethares. Tuning, Timbre, Spectrum, Scale. Springer Science and Business Media, 2005",30,Y,Indonesia,Instrument,Many Gamelan,Idiophone,N/A,N,N,Gamelan Swastigitha
M0074,Gamelan Kyai Kaduk Manis Slendro,266;220;233;239;246;253;237;237;237;234;250;243;243;224;245;243;237,5;1;2;3;4;5;1;2;3;4;5;1;2;3;4;5;1;2,N/A,Gamelan,South East Asia,Gam17,"W. A. Sethares. Tuning, Timbre, Spectrum, Scale. Springer Science and Business Media, 2005",30,Y,Indonesia,Instrument,Many Gamelan,Idiophone,N/A,N,N,Gamelan Kyai Kaduk Manis
M0075,Gamelan Swastigitha Pelog,397;100;145;300;121;98;161;261;133;428;116;105;180;234;122;166;268;119;118;173;238;145;146;277,7;1;2;3;4;5;6;7;1;2;3;4;5;6;7;1;2;3;4;5;6;7;1;2;3;4,N/A,Gamelan,South East Asia,Gam17,"W. A. Sethares. Tuning, Timbre, Spectrum, Scale. Springer Science and Business Media, 2005",30,Y,Indonesia,Instrument,Many Gamelan,Idiophone,N/A,N,N,Gamelan Swastigitha
M0076,Gamelan Kyai Kaduk Manis Pelog,203;170;166;161;266;119;118;170;236;146;144;274;114;104;197;208;157;154;258;95;154;180;206;125;147,6;7;1;2;3;4;5;6;7;1;2;3;4;5;6;7;1;2;3;4;5;6;7;1;2;3,N/A,Gamelan,South East Asia,Gam17,"W. A. Sethares. Tuning, Timbre, Spectrum, Scale. Springer Science and Business Media, 2005",30,Y,Indonesia,Instrument,Many Gamelan,Idiophone,N/A,N,N,Gamelan Kyai Kaduk Manis
M0077,26,305;208;178;285;173;154,N/A,N/A,Nasca,Latin America,Nas47,"Joerg Haeberli. Twelve nasca panpipes: A study. Ethnomusicology, 23(1):57-74, 1979. doi: 10.2307/851338",14,Y,Peru,Instrument,Panpipes,Aerophone,N/A,N,N,N/A
M0078,27,212;188;190;188;153;205,N/A,N/A,Nasca,Latin America,Nas47,"Joerg Haeberli. Twelve nasca panpipes: A study. Ethnomusicology, 23(1):57-74, 1979. doi: 10.2307/851338",14,Y,Peru,Instrument,Panpipes,Aerophone,N/A,N,N,N/A
M0079,28,300;347;335;236;200;266;114;159,N/A,N/A,Nasca,Latin America,Nas47,"Joerg Haeberli. Twelve nasca panpipes: A study. Ethnomusicology, 23(1):57-74, 1979. doi: 10.2307/851338",14,Y,Peru,Instrument,Panpipes,Aerophone,N/A,N,N,N/A
M0080,29,452;327;304;222;243;207,N/A,N/A,Nasca,Latin America,Nas47,"Joerg Haeberli. Twelve nasca panpipes: A study. Ethnomusicology, 23(1):57-74, 1979. doi: 10.2307/851338",14,Y,Peru,Instrument,Panpipes,Aerophone,N/A,N,N,N/A
M0081,30,331;290;267;218;227;208,N/A,N/A,Nasca,Latin America,Nas47,"Joerg Haeberli. Twelve nasca panpipes: A study. Ethnomusicology, 23(1):57-74, 1979. doi: 10.2307/851338",14,Y,Peru,Instrument,Panpipes,Aerophone,N/A,N,N,N/A
M0082,31,308;413;303;237;182;197,N/A,N/A,Nasca,Latin America,Nas47,"Joerg Haeberli. Twelve nasca panpipes: A study. Ethnomusicology, 23(1):57-74, 1979. doi: 10.2307/851338",14,Y,Peru,Instrument,Panpipes,Aerophone,N/A,N,N,N/A
M0083,32,398;323;322;203;302;198;159;307;259,N/A,N/A,Nasca,Latin America,Nas47,"Joerg Haeberli. Twelve nasca panpipes: A study. Ethnomusicology, 23(1):57-74, 1979. doi: 10.2307/851338",14,Y,Peru,Instrument,Panpipes,Aerophone,N/A,N,N,N/A
M0084,33,349;389;312;207;274;216;122;215;253,N/A,N/A,Nasca,Latin America,Nas47,"Joerg Haeberli. Twelve nasca panpipes: A study. Ethnomusicology, 23(1):57-74, 1979. doi: 10.2307/851338",14,Y,Peru,Instrument,Panpipes,Aerophone,N/A,N,N,N/A
